"Plot Title: 10718924"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10718924, SEN S/N: 10718924)","Coupler Detached (LGR S/N: 10718924)","End Of File (LGR S/N: 10718924)"
98,05/24/20 02:00:00 PM,7.494,,
99,05/24/20 03:00:00 PM,7.544,,
100,05/24/20 04:00:00 PM,7.594,,
101,05/24/20 05:00:00 PM,7.670,,
102,05/24/20 06:00:00 PM,7.720,,
103,05/24/20 07:00:00 PM,7.745,,
104,05/24/20 08:00:00 PM,7.745,,
105,05/24/20 09:00:00 PM,7.720,,
106,05/24/20 10:00:00 PM,7.695,,
107,05/24/20 11:00:00 PM,7.645,,
108,05/25/20 12:00:00 AM,7.569,,
109,05/25/20 01:00:00 AM,7.494,,
110,05/25/20 02:00:00 AM,7.368,,
111,05/25/20 03:00:00 AM,7.242,,
112,05/25/20 04:00:00 AM,7.066,,
113,05/25/20 05:00:00 AM,6.889,,
114,05/25/20 06:00:00 AM,6.712,,
115,05/25/20 07:00:00 AM,6.535,,
116,05/25/20 08:00:00 AM,6.382,,
117,05/25/20 09:00:00 AM,6.306,,
118,05/25/20 10:00:00 AM,6.281,,
119,05/25/20 11:00:00 AM,6.230,,
120,05/25/20 12:00:00 PM,6.230,,
121,05/25/20 01:00:00 PM,6.230,,
122,05/25/20 02:00:00 PM,6.230,,
123,05/25/20 03:00:00 PM,6.230,,
124,05/25/20 04:00:00 PM,6.204,,
125,05/25/20 05:00:00 PM,6.153,,
126,05/25/20 06:00:00 PM,6.128,,
127,05/25/20 07:00:00 PM,6.077,,
128,05/25/20 08:00:00 PM,6.051,,
129,05/25/20 09:00:00 PM,6.026,,
130,05/25/20 10:00:00 PM,5.975,,
131,05/25/20 11:00:00 PM,5.924,,
132,05/26/20 12:00:00 AM,5.847,,
133,05/26/20 01:00:00 AM,5.796,,
134,05/26/20 02:00:00 AM,5.745,,
135,05/26/20 03:00:00 AM,5.668,,
136,05/26/20 04:00:00 AM,5.591,,
137,05/26/20 05:00:00 AM,5.514,,
138,05/26/20 06:00:00 AM,5.514,,
139,05/26/20 07:00:00 AM,5.514,,
140,05/26/20 08:00:00 AM,5.488,,
141,05/26/20 09:00:00 AM,5.411,,
142,05/26/20 10:00:00 AM,5.360,,
143,05/26/20 11:00:00 AM,5.334,,
144,05/26/20 12:00:00 PM,5.334,,
145,05/26/20 01:00:00 PM,5.437,,
146,05/26/20 02:00:00 PM,5.565,,
147,05/26/20 03:00:00 PM,5.668,,
148,05/26/20 04:00:00 PM,5.898,,
149,05/26/20 05:00:00 PM,6.026,,
150,05/26/20 06:00:00 PM,6.153,,
151,05/26/20 07:00:00 PM,6.153,,
152,05/26/20 08:00:00 PM,6.102,,
153,05/26/20 09:00:00 PM,6.026,,
154,05/26/20 10:00:00 PM,5.949,,
155,05/26/20 11:00:00 PM,5.898,,
156,05/27/20 12:00:00 AM,5.847,,
157,05/27/20 01:00:00 AM,5.796,,
158,05/27/20 02:00:00 AM,5.693,,
159,05/27/20 03:00:00 AM,5.591,,
160,05/27/20 04:00:00 AM,5.488,,
161,05/27/20 05:00:00 AM,5.437,,
162,05/27/20 06:00:00 AM,5.385,,
163,05/27/20 07:00:00 AM,5.334,,
164,05/27/20 08:00:00 AM,5.308,,
165,05/27/20 09:00:00 AM,5.308,,
166,05/27/20 10:00:00 AM,5.385,,
167,05/27/20 11:00:00 AM,5.462,,
168,05/27/20 12:00:00 PM,5.591,,
169,05/27/20 01:00:00 PM,5.796,,
170,05/27/20 02:00:00 PM,5.975,,
171,05/27/20 03:00:00 PM,6.128,,
172,05/27/20 04:00:00 PM,6.281,,
173,05/27/20 05:00:00 PM,6.433,,
174,05/27/20 06:00:00 PM,6.484,,
175,05/27/20 07:00:00 PM,6.636,,
176,05/27/20 08:00:00 PM,6.687,,
177,05/27/20 09:00:00 PM,6.636,,
178,05/27/20 10:00:00 PM,6.585,,
179,05/27/20 11:00:00 PM,6.560,,
180,05/28/20 12:00:00 AM,6.509,,
181,05/28/20 01:00:00 AM,6.408,,
182,05/28/20 02:00:00 AM,6.331,,
183,05/28/20 03:00:00 AM,6.281,,
184,05/28/20 04:00:00 AM,6.255,,
185,05/28/20 05:00:00 AM,6.230,,
186,05/28/20 06:00:00 AM,6.179,,
187,05/28/20 07:00:00 AM,6.153,,
188,05/28/20 08:00:00 AM,6.128,,
189,05/28/20 09:00:00 AM,6.128,,
190,05/28/20 10:00:00 AM,6.051,,
191,05/28/20 11:00:00 AM,5.975,,
192,05/28/20 12:00:00 PM,6.026,,
193,05/28/20 01:00:00 PM,6.204,,
194,05/28/20 02:00:00 PM,6.408,,
195,05/28/20 03:00:00 PM,6.560,,
196,05/28/20 04:00:00 PM,6.839,,
197,05/28/20 05:00:00 PM,6.940,,
198,05/28/20 06:00:00 PM,7.116,,
199,05/28/20 07:00:00 PM,7.066,,
200,05/28/20 08:00:00 PM,7.091,,
201,05/28/20 09:00:00 PM,7.192,,
202,05/28/20 10:00:00 PM,7.293,,
203,05/28/20 11:00:00 PM,7.318,,
204,05/29/20 12:00:00 AM,7.268,,
205,05/29/20 01:00:00 AM,7.192,,
206,05/29/20 02:00:00 AM,7.142,,
207,05/29/20 03:00:00 AM,7.091,,
208,05/29/20 04:00:00 AM,7.041,,
209,05/29/20 05:00:00 AM,6.965,,
210,05/29/20 06:00:00 AM,6.864,,
211,05/29/20 07:00:00 AM,6.788,,
212,05/29/20 08:00:00 AM,6.737,,
213,05/29/20 09:00:00 AM,6.737,,
214,05/29/20 10:00:00 AM,6.839,,
215,05/29/20 11:00:00 AM,7.041,,
216,05/29/20 12:00:00 PM,7.217,,
217,05/29/20 01:00:00 PM,7.318,,
218,05/29/20 02:00:00 PM,7.519,,
219,05/29/20 03:00:00 PM,7.544,,
220,05/29/20 04:00:00 PM,7.745,,
221,05/29/20 05:00:00 PM,7.920,,
222,05/29/20 06:00:00 PM,8.045,,
223,05/29/20 07:00:00 PM,8.120,,
224,05/29/20 08:00:00 PM,8.145,,
225,05/29/20 09:00:00 PM,8.220,,
226,05/29/20 10:00:00 PM,8.195,,
227,05/29/20 11:00:00 PM,8.120,,
228,05/30/20 12:00:00 AM,8.045,,
229,05/30/20 01:00:00 AM,7.995,,
230,05/30/20 02:00:00 AM,7.945,,
231,05/30/20 03:00:00 AM,7.845,,
232,05/30/20 04:00:00 AM,7.745,,
233,05/30/20 05:00:00 AM,7.695,,
234,05/30/20 06:00:00 AM,7.645,,
235,05/30/20 07:00:00 AM,7.544,,
236,05/30/20 08:00:00 AM,7.519,,
237,05/30/20 09:00:00 AM,7.519,,
238,05/30/20 10:00:00 AM,7.645,,
239,05/30/20 11:00:00 AM,7.845,,
240,05/30/20 12:00:00 PM,8.095,,
241,05/30/20 01:00:00 PM,8.344,,
242,05/30/20 02:00:00 PM,8.643,,
243,05/30/20 03:00:00 PM,8.841,,
244,05/30/20 04:00:00 PM,9.015,,
245,05/30/20 05:00:00 PM,9.238,,
246,05/30/20 06:00:00 PM,9.238,,
247,05/30/20 07:00:00 PM,9.287,,
248,05/30/20 08:00:00 PM,9.336,,
249,05/30/20 09:00:00 PM,9.262,,
250,05/30/20 10:00:00 PM,9.139,,
251,05/30/20 11:00:00 PM,9.015,,
252,05/31/20 12:00:00 AM,8.916,,
253,05/31/20 01:00:00 AM,8.866,,
254,05/31/20 02:00:00 AM,8.817,,
255,05/31/20 03:00:00 AM,8.742,,
256,05/31/20 04:00:00 AM,8.618,,
257,05/31/20 05:00:00 AM,8.469,,
258,05/31/20 06:00:00 AM,8.344,,
259,05/31/20 07:00:00 AM,8.270,,
260,05/31/20 08:00:00 AM,8.245,,
261,05/31/20 09:00:00 AM,8.245,,
262,05/31/20 10:00:00 AM,8.295,,
263,05/31/20 11:00:00 AM,8.419,,
264,05/31/20 12:00:00 PM,8.543,,
265,05/31/20 01:00:00 PM,8.643,,
266,05/31/20 02:00:00 PM,8.742,,
267,05/31/20 03:00:00 PM,8.767,,
268,05/31/20 04:00:00 PM,8.941,,
269,05/31/20 05:00:00 PM,9.015,,
270,05/31/20 06:00:00 PM,9.114,,
271,05/31/20 07:00:00 PM,9.238,,
272,05/31/20 08:00:00 PM,9.287,,
273,05/31/20 09:00:00 PM,9.287,,
274,05/31/20 10:00:00 PM,9.262,,
275,05/31/20 11:00:00 PM,9.238,,
276,06/01/20 12:00:00 AM,9.188,,
277,06/01/20 01:00:00 AM,9.163,,
278,06/01/20 02:00:00 AM,9.163,,
279,06/01/20 03:00:00 AM,9.089,,
280,06/01/20 04:00:00 AM,9.015,,
281,06/01/20 05:00:00 AM,8.941,,
282,06/01/20 06:00:00 AM,8.891,,
283,06/01/20 07:00:00 AM,8.891,,
284,06/01/20 08:00:00 AM,8.916,,
285,06/01/20 09:00:00 AM,8.941,,
286,06/01/20 10:00:00 AM,8.941,,
287,06/01/20 11:00:00 AM,8.990,,
288,06/01/20 12:00:00 PM,9.089,,
289,06/01/20 01:00:00 PM,9.163,,
290,06/01/20 02:00:00 PM,9.361,,
291,06/01/20 03:00:00 PM,9.460,,
292,06/01/20 04:00:00 PM,9.583,,
293,06/01/20 05:00:00 PM,9.583,,
294,06/01/20 06:00:00 PM,9.632,,
295,06/01/20 07:00:00 PM,9.657,,
296,06/01/20 08:00:00 PM,9.682,,
297,06/01/20 09:00:00 PM,9.632,,
298,06/01/20 10:00:00 PM,9.509,,
299,06/01/20 11:00:00 PM,9.460,,
300,06/02/20 12:00:00 AM,9.312,,
301,06/02/20 01:00:00 AM,9.163,,
302,06/02/20 02:00:00 AM,9.015,,
303,06/02/20 03:00:00 AM,8.891,,
304,06/02/20 04:00:00 AM,8.841,,
305,06/02/20 05:00:00 AM,8.792,,
306,06/02/20 06:00:00 AM,8.717,,
307,06/02/20 07:00:00 AM,8.643,,
308,06/02/20 08:00:00 AM,8.568,,
309,06/02/20 09:00:00 AM,8.519,,
310,06/02/20 10:00:00 AM,8.494,,
311,06/02/20 11:00:00 AM,8.469,,
312,06/02/20 12:00:00 PM,8.494,,
313,06/02/20 01:00:00 PM,8.419,,
314,06/02/20 02:00:00 PM,8.568,,
315,06/02/20 03:00:00 PM,8.643,,
316,06/02/20 04:00:00 PM,8.792,,
317,06/02/20 05:00:00 PM,8.941,,
318,06/02/20 06:00:00 PM,8.866,,
319,06/02/20 07:00:00 PM,8.668,,
320,06/02/20 08:00:00 PM,8.693,,
321,06/02/20 09:00:00 PM,8.668,,
322,06/02/20 10:00:00 PM,8.717,,
323,06/02/20 11:00:00 PM,8.693,,
324,06/03/20 12:00:00 AM,8.643,,
325,06/03/20 01:00:00 AM,8.543,,
326,06/03/20 02:00:00 AM,8.394,,
327,06/03/20 03:00:00 AM,8.195,,
328,06/03/20 04:00:00 AM,8.045,,
329,06/03/20 05:00:00 AM,7.895,,
330,06/03/20 06:00:00 AM,7.745,,
331,06/03/20 07:00:00 AM,7.645,,
332,06/03/20 08:00:00 AM,7.544,,
333,06/03/20 09:00:00 AM,7.494,,
334,06/03/20 10:00:00 AM,7.444,,
335,06/03/20 11:00:00 AM,7.494,,
336,06/03/20 12:00:00 PM,7.569,,
337,06/03/20 01:00:00 PM,7.619,,
338,06/03/20 02:00:00 PM,7.720,,
339,06/03/20 03:00:00 PM,7.920,,
340,06/03/20 04:00:00 PM,8.070,,
341,06/03/20 05:00:00 PM,8.170,,
342,06/03/20 06:00:00 PM,8.270,,
343,06/03/20 07:00:00 PM,8.369,,
344,06/03/20 08:00:00 PM,8.369,,
345,06/03/20 09:00:00 PM,8.369,,
346,06/03/20 10:00:00 PM,8.270,,
347,06/03/20 11:00:00 PM,8.145,,
348,06/04/20 12:00:00 AM,8.095,,
349,06/04/20 01:00:00 AM,8.045,,
350,06/04/20 02:00:00 AM,8.020,,
351,06/04/20 03:00:00 AM,7.945,,
352,06/04/20 04:00:00 AM,7.795,,
353,06/04/20 05:00:00 AM,7.695,,
354,06/04/20 06:00:00 AM,7.619,,
355,06/04/20 07:00:00 AM,7.569,,
356,06/04/20 08:00:00 AM,7.569,,
357,06/04/20 09:00:00 AM,7.594,,
358,06/04/20 10:00:00 AM,7.569,,
359,06/04/20 11:00:00 AM,7.645,,
360,06/04/20 12:00:00 PM,7.845,,
361,06/04/20 01:00:00 PM,8.020,,
362,06/04/20 02:00:00 PM,8.245,,
363,06/04/20 03:00:00 PM,8.543,,
364,06/04/20 04:00:00 PM,8.916,,
365,06/04/20 05:00:00 PM,9.188,,
366,06/04/20 06:00:00 PM,9.410,,
367,06/04/20 07:00:00 PM,9.534,,
368,06/04/20 08:00:00 PM,9.632,,
369,06/04/20 09:00:00 PM,9.534,,
370,06/04/20 10:00:00 PM,9.435,,
371,06/04/20 11:00:00 PM,9.262,,
372,06/05/20 12:00:00 AM,9.139,,
373,06/05/20 01:00:00 AM,9.040,,
374,06/05/20 02:00:00 AM,8.916,,
375,06/05/20 03:00:00 AM,8.817,,
376,06/05/20 04:00:00 AM,8.643,,
377,06/05/20 05:00:00 AM,8.419,,
378,06/05/20 06:00:00 AM,8.245,,
379,06/05/20 07:00:00 AM,8.095,,
380,06/05/20 08:00:00 AM,7.970,,
381,06/05/20 09:00:00 AM,7.920,,
382,06/05/20 10:00:00 AM,7.945,,
383,06/05/20 11:00:00 AM,8.045,,
384,06/05/20 12:00:00 PM,8.145,,
385,06/05/20 01:00:00 PM,8.295,,
386,06/05/20 02:00:00 PM,8.444,,
387,06/05/20 03:00:00 PM,8.444,,
388,06/05/20 04:00:00 PM,8.643,,
389,06/05/20 05:00:00 PM,8.717,,
390,06/05/20 06:00:00 PM,8.717,,
391,06/05/20 07:00:00 PM,8.841,,
392,06/05/20 08:00:00 PM,8.841,,
393,06/05/20 09:00:00 PM,8.841,,
394,06/05/20 10:00:00 PM,8.792,,
395,06/05/20 11:00:00 PM,8.742,,
396,06/06/20 12:00:00 AM,8.742,,
397,06/06/20 01:00:00 AM,8.717,,
398,06/06/20 02:00:00 AM,8.643,,
399,06/06/20 03:00:00 AM,8.519,,
400,06/06/20 04:00:00 AM,8.344,,
401,06/06/20 05:00:00 AM,8.195,,
402,06/06/20 06:00:00 AM,8.095,,
403,06/06/20 07:00:00 AM,7.995,,
404,06/06/20 08:00:00 AM,7.970,,
405,06/06/20 09:00:00 AM,7.970,,
406,06/06/20 10:00:00 AM,8.020,,
407,06/06/20 11:00:00 AM,8.120,,
408,06/06/20 12:00:00 PM,8.369,,
409,06/06/20 01:00:00 PM,8.568,,
410,06/06/20 02:00:00 PM,8.668,,
411,06/06/20 03:00:00 PM,8.693,,
412,06/06/20 04:00:00 PM,8.866,,
413,06/06/20 05:00:00 PM,9.040,,
414,06/06/20 06:00:00 PM,9.015,,
415,06/06/20 07:00:00 PM,9.089,,
416,06/06/20 08:00:00 PM,9.139,,
417,06/06/20 09:00:00 PM,9.114,,
418,06/06/20 10:00:00 PM,9.040,,
419,06/06/20 11:00:00 PM,8.941,,
420,06/07/20 12:00:00 AM,8.817,,
421,06/07/20 01:00:00 AM,8.668,,
422,06/07/20 02:00:00 AM,8.568,,
423,06/07/20 03:00:00 AM,8.494,,
424,06/07/20 04:00:00 AM,8.369,,
425,06/07/20 05:00:00 AM,8.170,,
426,06/07/20 06:00:00 AM,7.995,,
427,06/07/20 07:00:00 AM,7.895,,
428,06/07/20 08:00:00 AM,7.870,,
429,06/07/20 09:00:00 AM,7.845,,
430,06/07/20 10:00:00 AM,7.945,,
431,06/07/20 11:00:00 AM,8.095,,
432,06/07/20 12:00:00 PM,8.319,,
433,06/07/20 01:00:00 PM,8.543,,
434,06/07/20 02:00:00 PM,8.742,,
435,06/07/20 03:00:00 PM,8.891,,
436,06/07/20 04:00:00 PM,8.792,,
437,06/07/20 05:00:00 PM,8.841,,
438,06/07/20 06:00:00 PM,8.990,,
439,06/07/20 07:00:00 PM,9.064,,
440,06/07/20 08:00:00 PM,9.163,,
441,06/07/20 09:00:00 PM,9.262,,
442,06/07/20 10:00:00 PM,9.238,,
443,06/07/20 11:00:00 PM,9.188,,
444,06/08/20 12:00:00 AM,9.089,,
445,06/08/20 01:00:00 AM,9.040,,
446,06/08/20 02:00:00 AM,8.990,,
447,06/08/20 03:00:00 AM,8.941,,
448,06/08/20 04:00:00 AM,8.841,,
449,06/08/20 05:00:00 AM,8.792,,
450,06/08/20 06:00:00 AM,8.792,,
451,06/08/20 07:00:00 AM,8.742,,
452,06/08/20 08:00:00 AM,8.693,,
453,06/08/20 09:00:00 AM,8.618,,
454,06/08/20 10:00:00 AM,8.593,,
455,06/08/20 11:00:00 AM,8.568,,
456,06/08/20 12:00:00 PM,8.568,,
457,06/08/20 01:00:00 PM,8.643,,
458,06/08/20 02:00:00 PM,8.817,,
459,06/08/20 03:00:00 PM,9.040,,
460,06/08/20 04:00:00 PM,9.262,,
461,06/08/20 05:00:00 PM,9.485,,
462,06/08/20 06:00:00 PM,9.485,,
463,06/08/20 07:00:00 PM,9.534,,
464,06/08/20 08:00:00 PM,9.534,,
465,06/08/20 09:00:00 PM,9.534,,
466,06/08/20 10:00:00 PM,9.509,,
467,06/08/20 11:00:00 PM,9.435,,
468,06/09/20 12:00:00 AM,9.386,,
469,06/09/20 01:00:00 AM,9.312,,
470,06/09/20 02:00:00 AM,9.213,,
471,06/09/20 03:00:00 AM,9.139,,
472,06/09/20 04:00:00 AM,9.040,,
473,06/09/20 05:00:00 AM,8.891,,
474,06/09/20 06:00:00 AM,8.767,,
475,06/09/20 07:00:00 AM,8.643,,
476,06/09/20 08:00:00 AM,8.568,,
477,06/09/20 09:00:00 AM,8.543,,
478,06/09/20 10:00:00 AM,8.543,,
479,06/09/20 11:00:00 AM,8.568,,
480,06/09/20 12:00:00 PM,8.693,,
481,06/09/20 01:00:00 PM,8.891,,
482,06/09/20 02:00:00 PM,9.139,,
483,06/09/20 03:00:00 PM,9.386,,
484,06/09/20 04:00:00 PM,9.386,,
485,06/09/20 05:00:00 PM,9.336,,
486,06/09/20 06:00:00 PM,9.361,,
487,06/09/20 07:00:00 PM,9.361,,
488,06/09/20 08:00:00 PM,9.361,,
489,06/09/20 09:00:00 PM,9.336,,
490,06/09/20 10:00:00 PM,9.262,,
491,06/09/20 11:00:00 PM,9.139,,
492,06/10/20 12:00:00 AM,9.040,,
493,06/10/20 01:00:00 AM,8.916,,
494,06/10/20 02:00:00 AM,8.817,,
495,06/10/20 03:00:00 AM,8.693,,
496,06/10/20 04:00:00 AM,8.568,,
497,06/10/20 05:00:00 AM,8.444,,
498,06/10/20 06:00:00 AM,8.319,,
499,06/10/20 07:00:00 AM,8.245,,
500,06/10/20 08:00:00 AM,8.220,,
501,06/10/20 09:00:00 AM,8.270,,
502,06/10/20 10:00:00 AM,8.394,,
503,06/10/20 11:00:00 AM,8.568,,
504,06/10/20 12:00:00 PM,8.817,,
505,06/10/20 01:00:00 PM,9.089,,
506,06/10/20 02:00:00 PM,9.410,,
507,06/10/20 03:00:00 PM,9.608,,
508,06/10/20 04:00:00 PM,9.682,,
509,06/10/20 05:00:00 PM,9.854,,
510,06/10/20 06:00:00 PM,10.075,,
511,06/10/20 07:00:00 PM,10.173,,
512,06/10/20 08:00:00 PM,10.222,,
513,06/10/20 09:00:00 PM,10.345,,
514,06/10/20 10:00:00 PM,10.394,,
515,06/10/20 11:00:00 PM,10.492,,
516,06/11/20 12:00:00 AM,10.492,,
517,06/11/20 01:00:00 AM,10.369,,
518,06/11/20 02:00:00 AM,10.100,,
519,06/11/20 03:00:00 AM,9.879,,
520,06/11/20 04:00:00 AM,9.780,,
521,06/11/20 05:00:00 AM,9.731,,
522,06/11/20 06:00:00 AM,9.682,,
523,06/11/20 07:00:00 AM,9.632,,
524,06/11/20 08:00:00 AM,9.632,,
525,06/11/20 09:00:00 AM,9.682,,
526,06/11/20 10:00:00 AM,9.731,,
527,06/11/20 11:00:00 AM,9.854,,
528,06/11/20 12:00:00 PM,9.952,,
529,06/11/20 01:00:00 PM,10.247,,
530,06/11/20 02:00:00 PM,10.590,,
531,06/11/20 03:00:00 PM,10.785,,
532,06/11/20 04:00:00 PM,10.858,,
533,06/11/20 05:00:00 PM,10.907,,
534,06/11/20 06:00:00 PM,11.005,,
535,06/11/20 07:00:00 PM,11.127,,
536,06/11/20 08:00:00 PM,11.102,,
537,06/11/20 09:00:00 PM,11.053,,
538,06/11/20 10:00:00 PM,10.956,,
539,06/11/20 11:00:00 PM,10.907,,
540,06/12/20 12:00:00 AM,10.858,,
541,06/12/20 01:00:00 AM,10.810,,
542,06/12/20 02:00:00 AM,10.785,,
543,06/12/20 03:00:00 AM,10.687,,
544,06/12/20 04:00:00 AM,10.614,,
545,06/12/20 05:00:00 AM,10.565,,
546,06/12/20 06:00:00 AM,10.541,,
547,06/12/20 07:00:00 AM,10.492,,
548,06/12/20 08:00:00 AM,10.443,,
549,06/12/20 09:00:00 AM,10.394,,
550,06/12/20 10:00:00 AM,10.418,,
551,06/12/20 11:00:00 AM,10.541,,
552,06/12/20 12:00:00 PM,10.663,,
553,06/12/20 01:00:00 PM,10.810,,
554,06/12/20 02:00:00 PM,11.029,,
555,06/12/20 03:00:00 PM,11.273,,
556,06/12/20 04:00:00 PM,11.419,,
557,06/12/20 05:00:00 PM,11.589,,
558,06/12/20 06:00:00 PM,11.589,,
559,06/12/20 07:00:00 PM,11.492,,
560,06/12/20 08:00:00 PM,11.346,,
561,06/12/20 09:00:00 PM,11.297,,
562,06/12/20 10:00:00 PM,11.248,,
563,06/12/20 11:00:00 PM,11.321,,
564,06/13/20 12:00:00 AM,11.297,,
565,06/13/20 01:00:00 AM,11.127,,
566,06/13/20 02:00:00 AM,10.980,,
567,06/13/20 03:00:00 AM,10.858,,
568,06/13/20 04:00:00 AM,10.712,,
569,06/13/20 05:00:00 AM,10.541,,
570,06/13/20 06:00:00 AM,10.369,,
571,06/13/20 07:00:00 AM,10.247,,
572,06/13/20 08:00:00 AM,10.149,,
573,06/13/20 09:00:00 AM,10.075,,
574,06/13/20 10:00:00 AM,10.100,,
575,06/13/20 11:00:00 AM,10.222,,
576,06/13/20 12:00:00 PM,10.345,,
577,06/13/20 01:00:00 PM,10.516,,
578,06/13/20 02:00:00 PM,10.687,,
579,06/13/20 03:00:00 PM,10.907,,
580,06/13/20 04:00:00 PM,11.151,,
581,06/13/20 05:00:00 PM,11.151,,
582,06/13/20 06:00:00 PM,10.932,,
583,06/13/20 07:00:00 PM,10.810,,
584,06/13/20 08:00:00 PM,10.761,,
585,06/13/20 09:00:00 PM,10.810,,
586,06/13/20 10:00:00 PM,10.785,,
587,06/13/20 11:00:00 PM,10.736,,
588,06/14/20 12:00:00 AM,10.663,,
589,06/14/20 01:00:00 AM,10.565,,
590,06/14/20 02:00:00 AM,10.369,,
591,06/14/20 03:00:00 AM,10.198,,
592,06/14/20 04:00:00 AM,10.075,,
593,06/14/20 05:00:00 AM,10.001,,
594,06/14/20 06:00:00 AM,9.928,,
595,06/14/20 07:00:00 AM,9.879,,
596,06/14/20 08:00:00 AM,9.829,,
597,06/14/20 09:00:00 AM,9.780,,
598,06/14/20 10:00:00 AM,9.756,,
599,06/14/20 11:00:00 AM,9.682,,
