"Plot Title: 10324639"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10324639, SEN S/N: 10324639)","Coupler Detached (LGR S/N: 10324639)","Coupler Attached (LGR S/N: 10324639)","Host Connected (LGR S/N: 10324639)","Stopped (LGR S/N: 10324639)","End Of File (LGR S/N: 10324639)"
53,08/20/20 04:45:00 AM,1.940,,,,,
54,08/20/20 05:00:00 AM,1.913,,,,,
55,08/20/20 05:15:00 AM,1.913,,,,,
56,08/20/20 05:30:00 AM,1.886,,,,,
57,08/20/20 05:45:00 AM,1.859,,,,,
58,08/20/20 06:00:00 AM,1.832,,,,,
59,08/20/20 06:15:00 AM,1.805,,,,,
60,08/20/20 06:30:00 AM,1.778,,,,,
61,08/20/20 06:45:00 AM,1.778,,,,,
62,08/20/20 07:00:00 AM,1.751,,,,,
63,08/20/20 07:15:00 AM,1.751,,,,,
64,08/20/20 07:30:00 AM,1.778,,,,,
65,08/20/20 07:45:00 AM,1.805,,,,,
66,08/20/20 08:00:00 AM,1.832,,,,,
67,08/20/20 08:15:00 AM,1.886,,,,,
68,08/20/20 08:30:00 AM,1.940,,,,,
69,08/20/20 08:45:00 AM,2.021,,,,,
70,08/20/20 09:00:00 AM,2.074,,,,,
71,08/20/20 09:15:00 AM,2.128,,,,,
72,08/20/20 09:30:00 AM,2.182,,,,,
73,08/20/20 09:45:00 AM,2.262,,,,,
74,08/20/20 10:00:00 AM,2.343,,,,,
75,08/20/20 10:15:00 AM,2.423,,,,,
76,08/20/20 10:30:00 AM,2.477,,,,,
77,08/20/20 10:45:00 AM,2.557,,,,,
78,08/20/20 11:00:00 AM,2.637,,,,,
79,08/20/20 11:15:00 AM,2.690,,,,,
80,08/20/20 11:30:00 AM,2.797,,,,,
81,08/20/20 11:45:00 AM,2.956,,,,,
82,08/20/20 12:00:00 PM,3.116,,,,,
83,08/20/20 12:15:00 PM,3.301,,,,,
84,08/20/20 12:30:00 PM,3.433,,,,,
85,08/20/20 12:45:00 PM,3.538,,,,,
86,08/20/20 01:00:00 PM,3.617,,,,,
87,08/20/20 01:15:00 PM,3.696,,,,,
88,08/20/20 01:30:00 PM,3.827,,,,,
89,08/20/20 01:45:00 PM,4.115,,,,,
90,08/20/20 02:00:00 PM,4.246,,,,,
91,08/20/20 02:15:00 PM,4.298,,,,,
92,08/20/20 02:30:00 PM,4.350,,,,,
93,08/20/20 02:45:00 PM,4.272,,,,,
94,08/20/20 03:00:00 PM,4.350,,,,,
95,08/20/20 03:15:00 PM,4.272,,,,,
96,08/20/20 03:30:00 PM,4.324,,,,,
97,08/20/20 03:45:00 PM,4.376,,,,,
98,08/20/20 04:00:00 PM,4.298,,,,,
99,08/20/20 04:15:00 PM,4.115,,,,,
100,08/20/20 04:30:00 PM,4.063,,,,,
101,08/20/20 04:45:00 PM,3.985,,,,,
102,08/20/20 05:00:00 PM,3.854,,,,,
103,08/20/20 05:15:00 PM,3.749,,,,,
104,08/20/20 05:30:00 PM,3.643,,,,,
105,08/20/20 05:45:00 PM,3.591,,,,,
106,08/20/20 06:00:00 PM,3.512,,,,,
107,08/20/20 06:15:00 PM,3.380,,,,,
108,08/20/20 06:30:00 PM,3.274,,,,,
109,08/20/20 06:45:00 PM,3.142,,,,,
110,08/20/20 07:00:00 PM,3.036,,,,,
111,08/20/20 07:15:00 PM,2.956,,,,,
112,08/20/20 07:30:00 PM,2.877,,,,,
113,08/20/20 07:45:00 PM,2.797,,,,,
114,08/20/20 08:00:00 PM,2.690,,,,,
115,08/20/20 08:15:00 PM,2.610,,,,,
116,08/20/20 08:30:00 PM,2.530,,,,,
117,08/20/20 08:45:00 PM,2.477,,,,,
118,08/20/20 09:00:00 PM,2.396,,,,,
119,08/20/20 09:15:00 PM,2.343,,,,,
120,08/20/20 09:30:00 PM,2.262,,,,,
121,08/20/20 09:45:00 PM,2.209,,,,,
122,08/20/20 10:00:00 PM,2.101,,,,,
123,08/20/20 10:15:00 PM,2.047,,,,,
124,08/20/20 10:30:00 PM,1.994,,,,,
125,08/20/20 10:45:00 PM,1.940,,,,,
126,08/20/20 11:00:00 PM,1.913,,,,,
127,08/20/20 11:15:00 PM,1.859,,,,,
128,08/20/20 11:30:00 PM,1.805,,,,,
129,08/20/20 11:45:00 PM,1.724,,,,,
130,08/21/20 12:00:00 AM,1.697,,,,,
131,08/21/20 12:15:00 AM,1.643,,,,,
132,08/21/20 12:30:00 AM,1.643,,,,,
133,08/21/20 12:45:00 AM,1.615,,,,,
134,08/21/20 01:00:00 AM,1.588,,,,,
135,08/21/20 01:15:00 AM,1.534,,,,,
136,08/21/20 01:30:00 AM,1.507,,,,,
137,08/21/20 01:45:00 AM,1.507,,,,,
138,08/21/20 02:00:00 AM,1.507,,,,,
139,08/21/20 02:15:00 AM,1.480,,,,,
140,08/21/20 02:30:00 AM,1.480,,,,,
141,08/21/20 02:45:00 AM,1.453,,,,,
142,08/21/20 03:00:00 AM,1.453,,,,,
143,08/21/20 03:15:00 AM,1.453,,,,,
144,08/21/20 03:30:00 AM,1.453,,,,,
145,08/21/20 03:45:00 AM,1.425,,,,,
146,08/21/20 04:00:00 AM,1.398,,,,,
147,08/21/20 04:15:00 AM,1.398,,,,,
148,08/21/20 04:30:00 AM,1.371,,,,,
149,08/21/20 04:45:00 AM,1.371,,,,,
150,08/21/20 05:00:00 AM,1.344,,,,,
151,08/21/20 05:15:00 AM,1.344,,,,,
152,08/21/20 05:30:00 AM,1.344,,,,,
153,08/21/20 05:45:00 AM,1.344,,,,,
154,08/21/20 06:00:00 AM,1.344,,,,,
155,08/21/20 06:15:00 AM,1.317,,,,,
156,08/21/20 06:30:00 AM,1.344,,,,,
157,08/21/20 06:45:00 AM,1.344,,,,,
158,08/21/20 07:00:00 AM,1.398,,,,,
159,08/21/20 07:15:00 AM,1.398,,,,,
160,08/21/20 07:30:00 AM,1.425,,,,,
161,08/21/20 07:45:00 AM,1.453,,,,,
162,08/21/20 08:00:00 AM,1.480,,,,,
163,08/21/20 08:15:00 AM,1.507,,,,,
164,08/21/20 08:30:00 AM,1.561,,,,,
165,08/21/20 08:45:00 AM,1.615,,,,,
166,08/21/20 09:00:00 AM,1.724,,,,,
167,08/21/20 09:15:00 AM,1.832,,,,,
168,08/21/20 09:30:00 AM,1.832,,,,,
169,08/21/20 09:45:00 AM,1.832,,,,,
170,08/21/20 10:00:00 AM,1.832,,,,,
171,08/21/20 10:15:00 AM,1.913,,,,,
172,08/21/20 10:30:00 AM,1.967,,,,,
173,08/21/20 10:45:00 AM,2.074,,,,,
174,08/21/20 11:00:00 AM,2.155,,,,,
175,08/21/20 11:15:00 AM,2.262,,,,,
176,08/21/20 11:30:00 AM,2.396,,,,,
177,08/21/20 11:45:00 AM,2.503,,,,,
178,08/21/20 12:00:00 PM,2.584,,,,,
179,08/21/20 12:15:00 PM,2.717,,,,,
180,08/21/20 12:30:00 PM,2.850,,,,,
181,08/21/20 12:45:00 PM,3.009,,,,,
182,08/21/20 01:00:00 PM,3.116,,,,,
183,08/21/20 01:15:00 PM,3.274,,,,,
184,08/21/20 01:30:00 PM,3.406,,,,,
185,08/21/20 01:45:00 PM,3.564,,,,,
186,08/21/20 02:00:00 PM,3.670,,,,,
187,08/21/20 02:15:00 PM,3.880,,,,,
188,08/21/20 02:30:00 PM,4.220,,,,,
189,08/21/20 02:45:00 PM,4.350,,,,,
190,08/21/20 03:00:00 PM,4.584,,,,,
191,08/21/20 03:15:00 PM,4.246,,,,,
192,08/21/20 03:30:00 PM,4.194,,,,,
193,08/21/20 03:45:00 PM,4.246,,,,,
194,08/21/20 04:00:00 PM,4.428,,,,,
195,08/21/20 04:15:00 PM,4.454,,,,,
196,08/21/20 04:30:00 PM,4.376,,,,,
197,08/21/20 04:45:00 PM,4.324,,,,,
198,08/21/20 05:00:00 PM,4.324,,,,,
199,08/21/20 05:15:00 PM,4.220,,,,,
200,08/21/20 05:30:00 PM,4.115,,,,,
201,08/21/20 05:45:00 PM,4.037,,,,,
202,08/21/20 06:00:00 PM,3.932,,,,,
203,08/21/20 06:15:00 PM,3.854,,,,,
204,08/21/20 06:30:00 PM,3.827,,,,,
205,08/21/20 06:45:00 PM,3.775,,,,,
206,08/21/20 07:00:00 PM,3.775,,,,,
207,08/21/20 07:15:00 PM,3.775,,,,,
208,08/21/20 07:30:00 PM,3.670,,,,,
209,08/21/20 07:45:00 PM,3.485,,,,,
210,08/21/20 08:00:00 PM,3.354,,,,,
211,08/21/20 08:15:00 PM,3.221,,,,,
212,08/21/20 08:30:00 PM,3.142,,,,,
213,08/21/20 08:45:00 PM,3.036,,,,,
214,08/21/20 09:00:00 PM,2.956,,,,,
215,08/21/20 09:15:00 PM,2.850,,,,,
216,08/21/20 09:30:00 PM,2.717,,,,,
217,08/21/20 09:45:00 PM,2.584,,,,,
218,08/21/20 10:00:00 PM,2.503,,,,,
219,08/21/20 10:15:00 PM,2.423,,,,,
220,08/21/20 10:30:00 PM,2.343,,,,,
221,08/21/20 10:45:00 PM,2.289,,,,,
222,08/21/20 11:00:00 PM,2.236,,,,,
223,08/21/20 11:15:00 PM,2.155,,,,,
224,08/21/20 11:30:00 PM,2.101,,,,,
225,08/21/20 11:45:00 PM,2.074,,,,,
226,08/22/20 12:00:00 AM,1.994,,,,,
227,08/22/20 12:15:00 AM,1.967,,,,,
228,08/22/20 12:30:00 AM,1.940,,,,,
229,08/22/20 12:45:00 AM,1.886,,,,,
230,08/22/20 01:00:00 AM,1.859,,,,,
231,08/22/20 01:15:00 AM,1.805,,,,,
232,08/22/20 01:30:00 AM,1.751,,,,,
233,08/22/20 01:45:00 AM,1.724,,,,,
234,08/22/20 02:00:00 AM,1.670,,,,,
235,08/22/20 02:15:00 AM,1.643,,,,,
236,08/22/20 02:30:00 AM,1.588,,,,,
237,08/22/20 02:45:00 AM,1.561,,,,,
238,08/22/20 03:00:00 AM,1.534,,,,,
239,08/22/20 03:15:00 AM,1.507,,,,,
240,08/22/20 03:30:00 AM,1.534,,,,,
241,08/22/20 03:45:00 AM,1.534,,,,,
242,08/22/20 04:00:00 AM,1.534,,,,,
243,08/22/20 04:15:00 AM,1.534,,,,,
244,08/22/20 04:30:00 AM,1.534,,,,,
245,08/22/20 04:45:00 AM,1.561,,,,,
246,08/22/20 05:00:00 AM,1.561,,,,,
247,08/22/20 05:15:00 AM,1.561,,,,,
248,08/22/20 05:30:00 AM,1.561,,,,,
249,08/22/20 05:45:00 AM,1.561,,,,,
250,08/22/20 06:00:00 AM,1.561,,,,,
251,08/22/20 06:15:00 AM,1.561,,,,,
252,08/22/20 06:30:00 AM,1.561,,,,,
253,08/22/20 06:45:00 AM,1.561,,,,,
254,08/22/20 07:00:00 AM,1.561,,,,,
255,08/22/20 07:15:00 AM,1.588,,,,,
256,08/22/20 07:30:00 AM,1.615,,,,,
257,08/22/20 07:45:00 AM,1.643,,,,,
258,08/22/20 08:00:00 AM,1.724,,,,,
259,08/22/20 08:15:00 AM,1.778,,,,,
260,08/22/20 08:30:00 AM,1.832,,,,,
261,08/22/20 08:45:00 AM,1.913,,,,,
262,08/22/20 09:00:00 AM,1.967,,,,,
263,08/22/20 09:15:00 AM,2.047,,,,,
264,08/22/20 09:30:00 AM,2.101,,,,,
265,08/22/20 09:45:00 AM,2.209,,,,,
266,08/22/20 10:00:00 AM,2.289,,,,,
267,08/22/20 10:15:00 AM,2.370,,,,,
268,08/22/20 10:30:00 AM,2.477,,,,,
269,08/22/20 10:45:00 AM,2.557,,,,,
270,08/22/20 11:00:00 AM,2.637,,,,,
271,08/22/20 11:15:00 AM,2.744,,,,,
272,08/22/20 11:30:00 AM,2.823,,,,,
273,08/22/20 11:45:00 AM,2.930,,,,,
274,08/22/20 12:00:00 PM,3.089,,,,,
275,08/22/20 12:15:00 PM,3.248,,,,,
276,08/22/20 12:30:00 PM,3.406,,,,,
277,08/22/20 12:45:00 PM,3.564,,,,,
278,08/22/20 01:00:00 PM,3.749,,,,,
279,08/22/20 01:15:00 PM,3.906,,,,,
280,08/22/20 01:30:00 PM,4.089,,,,,
281,08/22/20 01:45:00 PM,4.298,,,,,
282,08/22/20 02:00:00 PM,4.324,,,,,
283,08/22/20 02:15:00 PM,4.480,,,,,
284,08/22/20 02:30:00 PM,5.024,,,,,
285,08/22/20 02:45:00 PM,5.179,,,,,
286,08/22/20 03:00:00 PM,5.565,,,,,
287,08/22/20 03:15:00 PM,5.282,,,,,
288,08/22/20 03:30:00 PM,5.179,,,,,
289,08/22/20 03:45:00 PM,5.102,,,,,
290,08/22/20 04:00:00 PM,5.128,,,,,
291,08/22/20 04:15:00 PM,4.947,,,,,
292,08/22/20 04:30:00 PM,4.792,,,,,
293,08/22/20 04:45:00 PM,4.740,,,,,
294,08/22/20 05:00:00 PM,4.688,,,,,
295,08/22/20 05:15:00 PM,4.714,,,,,
296,08/22/20 05:30:00 PM,4.714,,,,,
297,08/22/20 05:45:00 PM,4.688,,,,,
298,08/22/20 06:00:00 PM,4.610,,,,,
299,08/22/20 06:15:00 PM,4.376,,,,,
300,08/22/20 06:30:00 PM,4.168,,,,,
301,08/22/20 06:45:00 PM,4.063,,,,,
302,08/22/20 07:00:00 PM,4.037,,,,,
303,08/22/20 07:15:00 PM,3.958,,,,,
304,08/22/20 07:30:00 PM,3.854,,,,,
305,08/22/20 07:45:00 PM,3.722,,,,,
306,08/22/20 08:00:00 PM,3.591,,,,,
307,08/22/20 08:15:00 PM,3.512,,,,,
308,08/22/20 08:30:00 PM,3.380,,,,,
309,08/22/20 08:45:00 PM,3.248,,,,,
310,08/22/20 09:00:00 PM,3.116,,,,,
311,08/22/20 09:15:00 PM,3.036,,,,,
312,08/22/20 09:30:00 PM,2.956,,,,,
313,08/22/20 09:45:00 PM,2.903,,,,,
314,08/22/20 10:00:00 PM,2.903,,,,,
315,08/22/20 10:15:00 PM,2.956,,,,,
316,08/22/20 10:30:00 PM,2.983,,,,,
317,08/22/20 10:45:00 PM,2.877,,,,,
318,08/22/20 11:00:00 PM,2.770,,,,,
319,08/22/20 11:15:00 PM,2.637,,,,,
320,08/22/20 11:30:00 PM,2.557,,,,,
321,08/22/20 11:45:00 PM,2.477,,,,,
322,08/23/20 12:00:00 AM,2.396,,,,,
323,08/23/20 12:15:00 AM,2.316,,,,,
324,08/23/20 12:30:00 AM,2.262,,,,,
325,08/23/20 12:45:00 AM,2.182,,,,,
326,08/23/20 01:00:00 AM,2.101,,,,,
327,08/23/20 01:15:00 AM,2.047,,,,,
328,08/23/20 01:30:00 AM,1.967,,,,,
329,08/23/20 01:45:00 AM,1.940,,,,,
330,08/23/20 02:00:00 AM,1.886,,,,,
331,08/23/20 02:15:00 AM,1.859,,,,,
332,08/23/20 02:30:00 AM,1.832,,,,,
333,08/23/20 02:45:00 AM,1.832,,,,,
334,08/23/20 03:00:00 AM,1.805,,,,,
335,08/23/20 03:15:00 AM,1.778,,,,,
336,08/23/20 03:30:00 AM,1.778,,,,,
337,08/23/20 03:45:00 AM,1.778,,,,,
338,08/23/20 04:00:00 AM,1.778,,,,,
339,08/23/20 04:15:00 AM,1.778,,,,,
340,08/23/20 04:30:00 AM,1.778,,,,,
341,08/23/20 04:45:00 AM,1.778,,,,,
342,08/23/20 05:00:00 AM,1.778,,,,,
343,08/23/20 05:15:00 AM,1.805,,,,,
344,08/23/20 05:30:00 AM,1.805,,,,,
345,08/23/20 05:45:00 AM,1.805,,,,,
346,08/23/20 06:00:00 AM,1.832,,,,,
347,08/23/20 06:15:00 AM,1.886,,,,,
348,08/23/20 06:30:00 AM,1.886,,,,,
349,08/23/20 06:45:00 AM,1.886,,,,,
350,08/23/20 07:00:00 AM,1.886,,,,,
351,08/23/20 07:15:00 AM,1.913,,,,,
352,08/23/20 07:30:00 AM,1.940,,,,,
353,08/23/20 07:45:00 AM,1.967,,,,,
354,08/23/20 08:00:00 AM,1.994,,,,,
355,08/23/20 08:15:00 AM,2.047,,,,,
356,08/23/20 08:30:00 AM,2.047,,,,,
357,08/23/20 08:45:00 AM,2.101,,,,,
358,08/23/20 09:00:00 AM,2.101,,,,,
359,08/23/20 09:15:00 AM,2.155,,,,,
360,08/23/20 09:30:00 AM,2.236,,,,,
361,08/23/20 09:45:00 AM,2.289,,,,,
362,08/23/20 10:00:00 AM,2.396,,,,,
363,08/23/20 10:15:00 AM,2.477,,,,,
364,08/23/20 10:30:00 AM,2.503,,,,,
365,08/23/20 10:45:00 AM,2.557,,,,,
366,08/23/20 11:00:00 AM,2.637,,,,,
367,08/23/20 11:15:00 AM,2.770,,,,,
368,08/23/20 11:30:00 AM,2.850,,,,,
369,08/23/20 11:45:00 AM,2.930,,,,,
370,08/23/20 12:00:00 PM,3.009,,,,,
371,08/23/20 12:15:00 PM,3.036,,,,,
372,08/23/20 12:30:00 PM,3.116,,,,,
373,08/23/20 12:45:00 PM,3.168,,,,,
374,08/23/20 01:00:00 PM,3.248,,,,,
375,08/23/20 01:15:00 PM,3.327,,,,,
376,08/23/20 01:30:00 PM,3.406,,,,,
377,08/23/20 01:45:00 PM,3.459,,,,,
378,08/23/20 02:00:00 PM,3.564,,,,,
379,08/23/20 02:15:00 PM,3.643,,,,,
380,08/23/20 02:30:00 PM,3.696,,,,,
381,08/23/20 02:45:00 PM,4.350,,,,,
382,08/23/20 03:00:00 PM,4.428,,,,,
383,08/23/20 03:15:00 PM,4.246,,,,,
384,08/23/20 03:30:00 PM,4.141,,,,,
385,08/23/20 03:45:00 PM,4.141,,,,,
386,08/23/20 04:00:00 PM,4.115,,,,,
387,08/23/20 04:15:00 PM,4.298,,,,,
388,08/23/20 04:30:00 PM,4.272,,,,,
389,08/23/20 04:45:00 PM,4.115,,,,,
390,08/23/20 05:00:00 PM,4.011,,,,,
391,08/23/20 05:15:00 PM,3.985,,,,,
392,08/23/20 05:30:00 PM,3.932,,,,,
393,08/23/20 05:45:00 PM,3.906,,,,,
394,08/23/20 06:00:00 PM,3.801,,,,,
395,08/23/20 06:15:00 PM,3.696,,,,,
396,08/23/20 06:30:00 PM,3.591,,,,,
397,08/23/20 06:45:00 PM,3.485,,,,,
398,08/23/20 07:00:00 PM,3.433,,,,,
399,08/23/20 07:15:00 PM,3.354,,,,,
400,08/23/20 07:30:00 PM,3.274,,,,,
401,08/23/20 07:45:00 PM,3.116,,,,,
402,08/23/20 08:00:00 PM,2.956,,,,,
403,08/23/20 08:15:00 PM,2.797,,,,,
404,08/23/20 08:30:00 PM,2.690,,,,,
405,08/23/20 08:45:00 PM,2.557,,,,,
406,08/23/20 09:00:00 PM,2.477,,,,,
407,08/23/20 09:15:00 PM,2.396,,,,,
408,08/23/20 09:30:00 PM,2.343,,,,,
409,08/23/20 09:45:00 PM,2.316,,,,,
410,08/23/20 10:00:00 PM,2.423,,,,,
411,08/23/20 10:15:00 PM,2.423,,,,,
412,08/23/20 10:30:00 PM,2.343,,,,,
413,08/23/20 10:45:00 PM,2.262,,,,,
414,08/23/20 11:00:00 PM,2.209,,,,,
415,08/23/20 11:15:00 PM,2.155,,,,,
416,08/23/20 11:30:00 PM,2.155,,,,,
417,08/23/20 11:45:00 PM,2.155,,,,,
418,08/24/20 12:00:00 AM,2.128,,,,,
419,08/24/20 12:15:00 AM,2.101,,,,,
420,08/24/20 12:30:00 AM,2.047,,,,,
421,08/24/20 12:45:00 AM,1.994,,,,,
422,08/24/20 01:00:00 AM,1.940,,,,,
423,08/24/20 01:15:00 AM,1.913,,,,,
424,08/24/20 01:30:00 AM,1.913,,,,,
425,08/24/20 01:45:00 AM,1.886,,,,,
426,08/24/20 02:00:00 AM,1.886,,,,,
427,08/24/20 02:15:00 AM,1.886,,,,,
428,08/24/20 02:30:00 AM,1.886,,,,,
429,08/24/20 02:45:00 AM,1.886,,,,,
430,08/24/20 03:00:00 AM,1.886,,,,,
431,08/24/20 03:15:00 AM,1.913,,,,,
432,08/24/20 03:30:00 AM,1.913,,,,,
433,08/24/20 03:45:00 AM,1.913,,,,,
434,08/24/20 04:00:00 AM,1.913,,,,,
435,08/24/20 04:15:00 AM,1.913,,,,,
436,08/24/20 04:30:00 AM,1.913,,,,,
437,08/24/20 04:45:00 AM,1.913,,,,,
438,08/24/20 05:00:00 AM,1.886,,,,,
439,08/24/20 05:15:00 AM,1.886,,,,,
440,08/24/20 05:30:00 AM,1.886,,,,,
441,08/24/20 05:45:00 AM,1.886,,,,,
442,08/24/20 06:00:00 AM,1.886,,,,,
443,08/24/20 06:15:00 AM,1.859,,,,,
444,08/24/20 06:30:00 AM,1.859,,,,,
445,08/24/20 06:45:00 AM,1.886,,,,,
446,08/24/20 07:00:00 AM,1.886,,,,,
447,08/24/20 07:15:00 AM,1.886,,,,,
448,08/24/20 07:30:00 AM,1.886,,,,,
449,08/24/20 07:45:00 AM,1.886,,,,,
450,08/24/20 08:00:00 AM,1.913,,,,,
451,08/24/20 08:15:00 AM,1.940,,,,,
452,08/24/20 08:30:00 AM,1.940,,,,,
453,08/24/20 08:45:00 AM,1.994,,,,,
454,08/24/20 09:00:00 AM,2.021,,,,,
455,08/24/20 09:15:00 AM,2.047,,,,,
456,08/24/20 09:30:00 AM,2.074,,,,,
457,08/24/20 09:45:00 AM,2.101,,,,,
458,08/24/20 10:00:00 AM,2.155,,,,,
459,08/24/20 10:15:00 AM,2.155,,,,,
460,08/24/20 10:30:00 AM,2.209,,,,,
461,08/24/20 10:45:00 AM,2.262,,,,,
462,08/24/20 11:00:00 AM,2.370,,,,,
463,08/24/20 11:15:00 AM,2.477,,,,,
464,08/24/20 11:30:00 AM,2.557,,,,,
465,08/24/20 11:45:00 AM,2.664,,,,,
466,08/24/20 12:00:00 PM,2.797,,,,,
467,08/24/20 12:15:00 PM,2.930,,,,,
468,08/24/20 12:30:00 PM,3.009,,,,,
469,08/24/20 12:45:00 PM,3.063,,,,,
470,08/24/20 01:00:00 PM,3.142,,,,,
471,08/24/20 01:15:00 PM,3.221,,,,,
472,08/24/20 01:30:00 PM,3.327,,,,,
473,08/24/20 01:45:00 PM,3.433,,,,,
474,08/24/20 02:00:00 PM,3.564,,,,,
475,08/24/20 02:15:00 PM,3.643,,,,,
476,08/24/20 02:30:00 PM,3.643,,,,,
477,08/24/20 02:45:00 PM,4.089,,,,,
478,08/24/20 03:00:00 PM,4.324,,,,,
479,08/24/20 03:15:00 PM,4.063,,,,,
480,08/24/20 03:30:00 PM,4.011,,,,,
481,08/24/20 03:45:00 PM,3.958,,,,,
482,08/24/20 04:00:00 PM,3.906,,,,,
483,08/24/20 04:15:00 PM,4.063,,,,,
484,08/24/20 04:30:00 PM,4.063,,,,,
485,08/24/20 04:45:00 PM,4.011,,,,,
486,08/24/20 05:00:00 PM,3.958,,,,,
487,08/24/20 05:15:00 PM,3.854,,,,,
488,08/24/20 05:30:00 PM,3.775,,,,,
489,08/24/20 05:45:00 PM,3.722,,,,,
490,08/24/20 06:00:00 PM,3.696,,,,,
491,08/24/20 06:15:00 PM,3.722,,,,,
492,08/24/20 06:30:00 PM,3.722,,,,,
493,08/24/20 06:45:00 PM,3.643,,,,,
494,08/24/20 07:00:00 PM,3.485,,,,,
495,08/24/20 07:15:00 PM,3.354,,,,,
496,08/24/20 07:30:00 PM,3.221,,,,,
497,08/24/20 07:45:00 PM,3.116,,,,,
498,08/24/20 08:00:00 PM,3.009,,,,,
499,08/24/20 08:15:00 PM,2.956,,,,,
500,08/24/20 08:30:00 PM,2.877,,,,,
501,08/24/20 08:45:00 PM,2.770,,,,,
502,08/24/20 09:00:00 PM,2.664,,,,,
503,08/24/20 09:15:00 PM,2.557,,,,,
504,08/24/20 09:30:00 PM,2.477,,,,,
505,08/24/20 09:45:00 PM,2.370,,,,,
506,08/24/20 10:00:00 PM,2.316,,,,,
507,08/24/20 10:15:00 PM,2.236,,,,,
508,08/24/20 10:30:00 PM,2.182,,,,,
509,08/24/20 10:45:00 PM,2.128,,,,,
510,08/24/20 11:00:00 PM,2.074,,,,,
511,08/24/20 11:15:00 PM,2.021,,,,,
512,08/24/20 11:30:00 PM,1.967,,,,,
513,08/24/20 11:45:00 PM,1.886,,,,,
514,08/25/20 12:00:00 AM,1.832,,,,,
515,08/25/20 12:15:00 AM,1.805,,,,,
516,08/25/20 12:30:00 AM,1.778,,,,,
517,08/25/20 12:45:00 AM,1.751,,,,,
518,08/25/20 01:00:00 AM,1.724,,,,,
519,08/25/20 01:15:00 AM,1.724,,,,,
520,08/25/20 01:30:00 AM,1.697,,,,,
521,08/25/20 01:45:00 AM,1.670,,,,,
522,08/25/20 02:00:00 AM,1.670,,,,,
523,08/25/20 02:15:00 AM,1.670,,,,,
524,08/25/20 02:30:00 AM,1.643,,,,,
525,08/25/20 02:45:00 AM,1.643,,,,,
526,08/25/20 03:00:00 AM,1.643,,,,,
