"Plot Title: 10324665"
"#","Date Time, GMT-08:00","Temp, °C (LGR S/N: 10324665, SEN S/N: 10324665)","Coupler Detached (LGR S/N: 10324665)","Coupler Attached (LGR S/N: 10324665)","Host Connected (LGR S/N: 10324665)","Stopped (LGR S/N: 10324665)","End Of File (LGR S/N: 10324665)"
55,07/23/20 08:00:00 PM,6.408,,,,,
56,07/23/20 09:00:00 PM,6.357,,,,,
57,07/23/20 10:00:00 PM,6.306,,,,,
58,07/23/20 11:00:00 PM,6.281,,,,,
59,07/24/20 12:00:00 AM,6.230,,,,,
60,07/24/20 01:00:00 AM,6.255,,,,,
61,07/24/20 02:00:00 AM,6.204,,,,,
62,07/24/20 03:00:00 AM,6.179,,,,,
63,07/24/20 04:00:00 AM,6.204,,,,,
64,07/24/20 05:00:00 AM,6.230,,,,,
65,07/24/20 06:00:00 AM,6.230,,,,,
66,07/24/20 07:00:00 AM,6.153,,,,,
67,07/24/20 08:00:00 AM,6.179,,,,,
68,07/24/20 09:00:00 AM,6.179,,,,,
69,07/24/20 10:00:00 AM,6.179,,,,,
70,07/24/20 11:00:00 AM,6.128,,,,,
71,07/24/20 12:00:00 PM,6.128,,,,,
72,07/24/20 01:00:00 PM,6.102,,,,,
73,07/24/20 02:00:00 PM,6.077,,,,,
74,07/24/20 03:00:00 PM,6.102,,,,,
75,07/24/20 04:00:00 PM,6.102,,,,,
76,07/24/20 05:00:00 PM,6.102,,,,,
77,07/24/20 06:00:00 PM,6.077,,,,,
78,07/24/20 07:00:00 PM,6.051,,,,,
79,07/24/20 08:00:00 PM,6.026,,,,,
80,07/24/20 09:00:00 PM,6.026,,,,,
81,07/24/20 10:00:00 PM,6.000,,,,,
82,07/24/20 11:00:00 PM,6.000,,,,,
83,07/25/20 12:00:00 AM,6.000,,,,,
84,07/25/20 01:00:00 AM,5.975,,,,,
85,07/25/20 02:00:00 AM,5.975,,,,,
86,07/25/20 03:00:00 AM,5.975,,,,,
87,07/25/20 04:00:00 AM,5.949,,,,,
88,07/25/20 05:00:00 AM,5.949,,,,,
89,07/25/20 06:00:00 AM,5.924,,,,,
90,07/25/20 07:00:00 AM,5.924,,,,,
91,07/25/20 08:00:00 AM,5.924,,,,,
92,07/25/20 09:00:00 AM,5.924,,,,,
93,07/25/20 10:00:00 AM,5.924,,,,,
94,07/25/20 11:00:00 AM,5.924,,,,,
95,07/25/20 12:00:00 PM,5.924,,,,,
96,07/25/20 01:00:00 PM,5.924,,,,,
97,07/25/20 02:00:00 PM,5.949,,,,,
98,07/25/20 03:00:00 PM,5.949,,,,,
99,07/25/20 04:00:00 PM,5.975,,,,,
100,07/25/20 05:00:00 PM,5.975,,,,,
101,07/25/20 06:00:00 PM,5.975,,,,,
102,07/25/20 07:00:00 PM,6.000,,,,,
103,07/25/20 08:00:00 PM,6.026,,,,,
104,07/25/20 09:00:00 PM,6.000,,,,,
105,07/25/20 10:00:00 PM,6.000,,,,,
106,07/25/20 11:00:00 PM,5.975,,,,,
107,07/26/20 12:00:00 AM,5.975,,,,,
108,07/26/20 01:00:00 AM,5.975,,,,,
109,07/26/20 02:00:00 AM,6.000,,,,,
110,07/26/20 03:00:00 AM,5.975,,,,,
111,07/26/20 04:00:00 AM,5.975,,,,,
112,07/26/20 05:00:00 AM,5.975,,,,,
113,07/26/20 06:00:00 AM,5.949,,,,,
114,07/26/20 07:00:00 AM,5.975,,,,,
115,07/26/20 08:00:00 AM,5.975,,,,,
116,07/26/20 09:00:00 AM,5.949,,,,,
117,07/26/20 10:00:00 AM,5.975,,,,,
118,07/26/20 11:00:00 AM,5.924,,,,,
119,07/26/20 12:00:00 PM,5.949,,,,,
120,07/26/20 01:00:00 PM,5.898,,,,,
121,07/26/20 02:00:00 PM,5.975,,,,,
122,07/26/20 03:00:00 PM,6.026,,,,,
123,07/26/20 04:00:00 PM,6.026,,,,,
124,07/26/20 05:00:00 PM,6.026,,,,,
125,07/26/20 06:00:00 PM,5.949,,,,,
126,07/26/20 07:00:00 PM,6.000,,,,,
127,07/26/20 08:00:00 PM,5.975,,,,,
128,07/26/20 09:00:00 PM,5.975,,,,,
129,07/26/20 10:00:00 PM,5.975,,,,,
130,07/26/20 11:00:00 PM,5.924,,,,,
131,07/27/20 12:00:00 AM,5.924,,,,,
132,07/27/20 01:00:00 AM,5.924,,,,,
133,07/27/20 02:00:00 AM,5.898,,,,,
134,07/27/20 03:00:00 AM,5.898,,,,,
135,07/27/20 04:00:00 AM,5.898,,,,,
136,07/27/20 05:00:00 AM,5.616,,,,,
137,07/27/20 06:00:00 AM,5.565,,,,,
138,07/27/20 07:00:00 AM,5.591,,,,,
139,07/27/20 08:00:00 AM,5.565,,,,,
140,07/27/20 09:00:00 AM,5.514,,,,,
141,07/27/20 10:00:00 AM,5.411,,,,,
142,07/27/20 11:00:00 AM,5.308,,,,,
143,07/27/20 12:00:00 PM,5.102,,,,,
144,07/27/20 01:00:00 PM,5.205,,,,,
145,07/27/20 02:00:00 PM,5.411,,,,,
146,07/27/20 03:00:00 PM,5.514,,,,,
147,07/27/20 04:00:00 PM,5.514,,,,,
148,07/27/20 05:00:00 PM,5.668,,,,,
149,07/27/20 06:00:00 PM,5.796,,,,,
150,07/27/20 07:00:00 PM,5.847,,,,,
151,07/27/20 08:00:00 PM,5.898,,,,,
152,07/27/20 09:00:00 PM,5.949,,,,,
153,07/27/20 10:00:00 PM,5.975,,,,,
154,07/27/20 11:00:00 PM,5.949,,,,,
155,07/28/20 12:00:00 AM,5.924,,,,,
156,07/28/20 01:00:00 AM,5.872,,,,,
157,07/28/20 02:00:00 AM,5.745,,,,,
158,07/28/20 03:00:00 AM,5.770,,,,,
159,07/28/20 04:00:00 AM,5.770,,,,,
160,07/28/20 05:00:00 AM,5.719,,,,,
161,07/28/20 06:00:00 AM,5.668,,,,,
162,07/28/20 07:00:00 AM,5.693,,,,,
163,07/28/20 08:00:00 AM,5.693,,,,,
164,07/28/20 09:00:00 AM,5.770,,,,,
165,07/28/20 10:00:00 AM,5.770,,,,,
166,07/28/20 11:00:00 AM,5.796,,,,,
167,07/28/20 12:00:00 PM,5.821,,,,,
168,07/28/20 01:00:00 PM,5.872,,,,,
169,07/28/20 02:00:00 PM,5.796,,,,,
170,07/28/20 03:00:00 PM,5.770,,,,,
171,07/28/20 04:00:00 PM,5.360,,,,,
172,07/28/20 05:00:00 PM,5.514,,,,,
173,07/28/20 06:00:00 PM,5.668,,,,,
174,07/28/20 07:00:00 PM,5.872,,,,,
175,07/28/20 08:00:00 PM,5.770,,,,,
176,07/28/20 09:00:00 PM,5.719,,,,,
177,07/28/20 10:00:00 PM,5.872,,,,,
178,07/28/20 11:00:00 PM,5.872,,,,,
179,07/29/20 12:00:00 AM,5.847,,,,,
180,07/29/20 01:00:00 AM,5.821,,,,,
181,07/29/20 02:00:00 AM,5.719,,,,,
182,07/29/20 03:00:00 AM,5.872,,,,,
183,07/29/20 04:00:00 AM,6.000,,,,,
184,07/29/20 05:00:00 AM,5.872,,,,,
185,07/29/20 06:00:00 AM,5.821,,,,,
186,07/29/20 07:00:00 AM,5.847,,,,,
187,07/29/20 08:00:00 AM,5.872,,,,,
188,07/29/20 09:00:00 AM,5.821,,,,,
189,07/29/20 10:00:00 AM,5.796,,,,,
190,07/29/20 11:00:00 AM,5.745,,,,,
191,07/29/20 12:00:00 PM,5.796,,,,,
192,07/29/20 01:00:00 PM,5.872,,,,,
193,07/29/20 02:00:00 PM,5.898,,,,,
194,07/29/20 03:00:00 PM,6.000,,,,,
195,07/29/20 04:00:00 PM,6.026,,,,,
196,07/29/20 05:00:00 PM,6.026,,,,,
197,07/29/20 06:00:00 PM,6.077,,,,,
198,07/29/20 07:00:00 PM,6.128,,,,,
199,07/29/20 08:00:00 PM,6.128,,,,,
200,07/29/20 09:00:00 PM,6.051,,,,,
201,07/29/20 10:00:00 PM,5.975,,,,,
202,07/29/20 11:00:00 PM,5.924,,,,,
203,07/30/20 12:00:00 AM,5.821,,,,,
204,07/30/20 01:00:00 AM,5.745,,,,,
205,07/30/20 02:00:00 AM,5.745,,,,,
206,07/30/20 03:00:00 AM,5.719,,,,,
207,07/30/20 04:00:00 AM,6.026,,,,,
208,07/30/20 05:00:00 AM,5.693,,,,,
209,07/30/20 06:00:00 AM,5.565,,,,,
210,07/30/20 07:00:00 AM,5.693,,,,,
211,07/30/20 08:00:00 AM,5.668,,,,,
212,07/30/20 09:00:00 AM,5.975,,,,,
213,07/30/20 10:00:00 AM,6.000,,,,,
214,07/30/20 11:00:00 AM,5.745,,,,,
215,07/30/20 12:00:00 PM,5.770,,,,,
216,07/30/20 01:00:00 PM,5.847,,,,,
217,07/30/20 02:00:00 PM,5.796,,,,,
218,07/30/20 03:00:00 PM,5.796,,,,,
219,07/30/20 04:00:00 PM,5.745,,,,,
220,07/30/20 05:00:00 PM,5.719,,,,,
221,07/30/20 06:00:00 PM,5.693,,,,,
222,07/30/20 07:00:00 PM,5.821,,,,,
223,07/30/20 08:00:00 PM,5.770,,,,,
224,07/30/20 09:00:00 PM,5.693,,,,,
225,07/30/20 10:00:00 PM,5.719,,,,,
226,07/30/20 11:00:00 PM,5.847,,,,,
227,07/31/20 12:00:00 AM,5.872,,,,,
228,07/31/20 01:00:00 AM,5.872,,,,,
229,07/31/20 02:00:00 AM,5.872,,,,,
230,07/31/20 03:00:00 AM,5.847,,,,,
231,07/31/20 04:00:00 AM,5.770,,,,,
232,07/31/20 05:00:00 AM,5.770,,,,,
233,07/31/20 06:00:00 AM,5.796,,,,,
234,07/31/20 07:00:00 AM,5.847,,,,,
235,07/31/20 08:00:00 AM,5.924,,,,,
236,07/31/20 09:00:00 AM,5.898,,,,,
237,07/31/20 10:00:00 AM,5.898,,,,,
238,07/31/20 11:00:00 AM,5.924,,,,,
239,07/31/20 12:00:00 PM,6.026,,,,,
240,07/31/20 01:00:00 PM,6.102,,,,,
241,07/31/20 02:00:00 PM,6.179,,,,,
242,07/31/20 03:00:00 PM,6.179,,,,,
243,07/31/20 04:00:00 PM,6.230,,,,,
244,07/31/20 05:00:00 PM,6.255,,,,,
245,07/31/20 06:00:00 PM,6.306,,,,,
246,07/31/20 07:00:00 PM,6.331,,,,,
247,07/31/20 08:00:00 PM,6.281,,,,,
248,07/31/20 09:00:00 PM,6.255,,,,,
249,07/31/20 10:00:00 PM,6.230,,,,,
250,07/31/20 11:00:00 PM,6.230,,,,,
251,08/01/20 12:00:00 AM,6.230,,,,,
252,08/01/20 01:00:00 AM,6.204,,,,,
253,08/01/20 02:00:00 AM,6.153,,,,,
254,08/01/20 03:00:00 AM,6.128,,,,,
255,08/01/20 04:00:00 AM,6.102,,,,,
256,08/01/20 05:00:00 AM,6.051,,,,,
257,08/01/20 06:00:00 AM,6.077,,,,,
258,08/01/20 07:00:00 AM,6.102,,,,,
259,08/01/20 08:00:00 AM,6.128,,,,,
260,08/01/20 09:00:00 AM,6.153,,,,,
261,08/01/20 10:00:00 AM,6.204,,,,,
262,08/01/20 11:00:00 AM,6.306,,,,,
263,08/01/20 12:00:00 PM,6.687,,,,,
264,08/01/20 01:00:00 PM,6.813,,,,,
265,08/01/20 02:00:00 PM,6.509,,,,,
266,08/01/20 03:00:00 PM,6.535,,,,,
267,08/01/20 04:00:00 PM,6.585,,,,,
268,08/01/20 05:00:00 PM,6.560,,,,,
269,08/01/20 06:00:00 PM,6.484,,,,,
270,08/01/20 07:00:00 PM,6.408,,,,,
271,08/01/20 08:00:00 PM,6.408,,,,,
272,08/01/20 09:00:00 PM,6.408,,,,,
273,08/01/20 10:00:00 PM,6.484,,,,,
274,08/01/20 11:00:00 PM,6.484,,,,,
275,08/02/20 12:00:00 AM,6.484,,,,,
276,08/02/20 01:00:00 AM,6.509,,,,,
277,08/02/20 02:00:00 AM,6.458,,,,,
278,08/02/20 03:00:00 AM,6.433,,,,,
279,08/02/20 04:00:00 AM,6.458,,,,,
280,08/02/20 05:00:00 AM,6.509,,,,,
281,08/02/20 06:00:00 AM,6.458,,,,,
282,08/02/20 07:00:00 AM,6.484,,,,,
283,08/02/20 08:00:00 AM,6.535,,,,,
284,08/02/20 09:00:00 AM,6.636,,,,,
285,08/02/20 10:00:00 AM,6.636,,,,,
286,08/02/20 11:00:00 AM,6.737,,,,,
287,08/02/20 12:00:00 PM,6.839,,,,,
288,08/02/20 01:00:00 PM,6.763,,,,,
289,08/02/20 02:00:00 PM,6.864,,,,,
290,08/02/20 03:00:00 PM,6.889,,,,,
291,08/02/20 04:00:00 PM,6.864,,,,,
292,08/02/20 05:00:00 PM,6.788,,,,,
293,08/02/20 06:00:00 PM,6.788,,,,,
294,08/02/20 07:00:00 PM,6.560,,,,,
295,08/02/20 08:00:00 PM,6.763,,,,,
296,08/02/20 09:00:00 PM,6.889,,,,,
297,08/02/20 10:00:00 PM,6.889,,,,,
298,08/02/20 11:00:00 PM,6.839,,,,,
299,08/03/20 12:00:00 AM,6.788,,,,,
300,08/03/20 01:00:00 AM,6.788,,,,,
301,08/03/20 02:00:00 AM,6.737,,,,,
302,08/03/20 03:00:00 AM,6.712,,,,,
303,08/03/20 04:00:00 AM,6.712,,,,,
304,08/03/20 05:00:00 AM,6.737,,,,,
305,08/03/20 06:00:00 AM,6.737,,,,,
306,08/03/20 07:00:00 AM,6.737,,,,,
307,08/03/20 08:00:00 AM,6.864,,,,,
308,08/03/20 09:00:00 AM,6.889,,,,,
309,08/03/20 10:00:00 AM,6.914,,,,,
310,08/03/20 11:00:00 AM,6.940,,,,,
311,08/03/20 12:00:00 PM,6.965,,,,,
312,08/03/20 01:00:00 PM,6.965,,,,,
313,08/03/20 02:00:00 PM,6.940,,,,,
314,08/03/20 03:00:00 PM,7.015,,,,,
315,08/03/20 04:00:00 PM,6.990,,,,,
316,08/03/20 05:00:00 PM,7.015,,,,,
317,08/03/20 06:00:00 PM,6.990,,,,,
318,08/03/20 07:00:00 PM,7.015,,,,,
319,08/03/20 08:00:00 PM,7.041,,,,,
320,08/03/20 09:00:00 PM,7.041,,,,,
321,08/03/20 10:00:00 PM,7.041,,,,,
322,08/03/20 11:00:00 PM,7.066,,,,,
323,08/04/20 12:00:00 AM,7.015,,,,,
324,08/04/20 01:00:00 AM,7.015,,,,,
325,08/04/20 02:00:00 AM,6.965,,,,,
326,08/04/20 03:00:00 AM,6.965,,,,,
327,08/04/20 04:00:00 AM,6.990,,,,,
328,08/04/20 05:00:00 AM,6.990,,,,,
329,08/04/20 06:00:00 AM,6.788,,,,,
330,08/04/20 07:00:00 AM,6.788,,,,,
331,08/04/20 08:00:00 AM,6.864,,,,,
332,08/04/20 09:00:00 AM,6.839,,,,,
333,08/04/20 10:00:00 AM,6.889,,,,,
334,08/04/20 11:00:00 AM,6.813,,,,,
335,08/04/20 12:00:00 PM,6.839,,,,,
336,08/04/20 01:00:00 PM,6.940,,,,,
337,08/04/20 02:00:00 PM,6.965,,,,,
338,08/04/20 03:00:00 PM,6.889,,,,,
339,08/04/20 04:00:00 PM,6.839,,,,,
340,08/04/20 05:00:00 PM,6.914,,,,,
341,08/04/20 06:00:00 PM,7.217,,,,,
342,08/04/20 07:00:00 PM,7.293,,,,,
343,08/04/20 08:00:00 PM,7.116,,,,,
344,08/04/20 09:00:00 PM,7.142,,,,,
345,08/04/20 10:00:00 PM,7.116,,,,,
346,08/04/20 11:00:00 PM,7.192,,,,,
347,08/05/20 12:00:00 AM,7.142,,,,,
348,08/05/20 01:00:00 AM,7.116,,,,,
349,08/05/20 02:00:00 AM,7.091,,,,,
350,08/05/20 03:00:00 AM,7.066,,,,,
351,08/05/20 04:00:00 AM,7.066,,,,,
352,08/05/20 05:00:00 AM,7.041,,,,,
353,08/05/20 06:00:00 AM,7.041,,,,,
354,08/05/20 07:00:00 AM,6.990,,,,,
355,08/05/20 08:00:00 AM,7.091,,,,,
356,08/05/20 09:00:00 AM,7.066,,,,,
357,08/05/20 10:00:00 AM,7.142,,,,,
358,08/05/20 11:00:00 AM,7.091,,,,,
359,08/05/20 12:00:00 PM,7.015,,,,,
360,08/05/20 01:00:00 PM,7.015,,,,,
361,08/05/20 02:00:00 PM,7.015,,,,,
362,08/05/20 03:00:00 PM,7.015,,,,,
363,08/05/20 04:00:00 PM,6.990,,,,,
364,08/05/20 05:00:00 PM,6.965,,,,,
365,08/05/20 06:00:00 PM,6.940,,,,,
366,08/05/20 07:00:00 PM,6.940,,,,,
367,08/05/20 08:00:00 PM,6.940,,,,,
368,08/05/20 09:00:00 PM,6.889,,,,,
369,08/05/20 10:00:00 PM,6.839,,,,,
370,08/05/20 11:00:00 PM,6.788,,,,,
371,08/06/20 12:00:00 AM,6.737,,,,,
372,08/06/20 01:00:00 AM,6.687,,,,,
373,08/06/20 02:00:00 AM,6.687,,,,,
374,08/06/20 03:00:00 AM,6.687,,,,,
375,08/06/20 04:00:00 AM,6.687,,,,,
376,08/06/20 05:00:00 AM,6.661,,,,,
377,08/06/20 06:00:00 AM,6.636,,,,,
378,08/06/20 07:00:00 AM,6.636,,,,,
379,08/06/20 08:00:00 AM,6.535,,,,,
380,08/06/20 09:00:00 AM,6.509,,,,,
381,08/06/20 10:00:00 AM,6.509,,,,,
382,08/06/20 11:00:00 AM,6.484,,,,,
383,08/06/20 12:00:00 PM,6.535,,,,,
384,08/06/20 01:00:00 PM,6.408,,,,,
385,08/06/20 02:00:00 PM,6.458,,,,,
386,08/06/20 03:00:00 PM,6.433,,,,,
387,08/06/20 04:00:00 PM,6.433,,,,,
388,08/06/20 05:00:00 PM,6.458,,,,,
389,08/06/20 06:00:00 PM,7.116,,,,,
390,08/06/20 07:00:00 PM,6.737,,,,,
391,08/06/20 08:00:00 PM,6.433,,,,,
392,08/06/20 09:00:00 PM,6.408,,,,,
393,08/06/20 10:00:00 PM,6.382,,,,,
394,08/06/20 11:00:00 PM,6.382,,,,,
395,08/07/20 12:00:00 AM,6.331,,,,,
396,08/07/20 01:00:00 AM,6.306,,,,,
397,08/07/20 02:00:00 AM,6.281,,,,,
398,08/07/20 03:00:00 AM,6.255,,,,,
399,08/07/20 04:00:00 AM,6.204,,,,,
400,08/07/20 05:00:00 AM,6.179,,,,,
401,08/07/20 06:00:00 AM,6.153,,,,,
402,08/07/20 07:00:00 AM,6.153,,,,,
403,08/07/20 08:00:00 AM,6.179,,,,,
404,08/07/20 09:00:00 AM,6.204,,,,,
405,08/07/20 10:00:00 AM,6.281,,,,,
406,08/07/20 11:00:00 AM,6.331,,,,,
407,08/07/20 12:00:00 PM,6.255,,,,,
408,08/07/20 01:00:00 PM,6.102,,,,,
409,08/07/20 02:00:00 PM,6.102,,,,,
410,08/07/20 03:00:00 PM,6.051,,,,,
411,08/07/20 04:00:00 PM,6.026,,,,,
412,08/07/20 05:00:00 PM,6.051,,,,,
413,08/07/20 06:00:00 PM,6.179,,,,,
414,08/07/20 07:00:00 PM,6.281,,,,,
415,08/07/20 08:00:00 PM,6.306,,,,,
416,08/07/20 09:00:00 PM,6.255,,,,,
417,08/07/20 10:00:00 PM,6.281,,,,,
418,08/07/20 11:00:00 PM,6.382,,,,,
419,08/08/20 12:00:00 AM,6.357,,,,,
420,08/08/20 01:00:00 AM,6.255,,,,,
421,08/08/20 02:00:00 AM,6.230,,,,,
422,08/08/20 03:00:00 AM,6.230,,,,,
423,08/08/20 04:00:00 AM,6.179,,,,,
424,08/08/20 05:00:00 AM,6.153,,,,,
425,08/08/20 06:00:00 AM,6.128,,,,,
426,08/08/20 07:00:00 AM,6.179,,,,,
427,08/08/20 08:00:00 AM,6.281,,,,,
428,08/08/20 09:00:00 AM,6.306,,,,,
429,08/08/20 10:00:00 AM,6.331,,,,,
430,08/08/20 11:00:00 AM,6.331,,,,,
431,08/08/20 12:00:00 PM,6.306,,,,,
432,08/08/20 01:00:00 PM,6.204,,,,,
433,08/08/20 02:00:00 PM,6.255,,,,,
434,08/08/20 03:00:00 PM,6.281,,,,,
435,08/08/20 04:00:00 PM,6.281,,,,,
436,08/08/20 05:00:00 PM,6.331,,,,,
437,08/08/20 06:00:00 PM,6.382,,,,,
438,08/08/20 07:00:00 PM,6.433,,,,,
439,08/08/20 08:00:00 PM,6.408,,,,,
440,08/08/20 09:00:00 PM,6.357,,,,,
441,08/08/20 10:00:00 PM,6.357,,,,,
442,08/08/20 11:00:00 PM,6.331,,,,,
443,08/09/20 12:00:00 AM,6.331,,,,,
444,08/09/20 01:00:00 AM,6.281,,,,,
445,08/09/20 02:00:00 AM,6.204,,,,,
446,08/09/20 03:00:00 AM,6.179,,,,,
447,08/09/20 04:00:00 AM,6.179,,,,,
448,08/09/20 05:00:00 AM,6.153,,,,,
449,08/09/20 06:00:00 AM,6.051,,,,,
450,08/09/20 07:00:00 AM,6.051,,,,,
451,08/09/20 08:00:00 AM,6.077,,,,,
452,08/09/20 09:00:00 AM,6.179,,,,,
453,08/09/20 10:00:00 AM,6.255,,,,,
454,08/09/20 11:00:00 AM,6.357,,,,,
455,08/09/20 12:00:00 PM,6.281,,,,,
456,08/09/20 01:00:00 PM,6.128,,,,,
457,08/09/20 02:00:00 PM,6.077,,,,,
458,08/09/20 03:00:00 PM,6.077,,,,,
459,08/09/20 04:00:00 PM,5.847,,,,,
460,08/09/20 05:00:00 PM,6.026,,,,,
461,08/09/20 06:00:00 PM,6.230,,,,,
462,08/09/20 07:00:00 PM,7.041,,,,,
463,08/09/20 08:00:00 PM,7.393,,,,,
464,08/09/20 09:00:00 PM,6.990,,,,,
465,08/09/20 10:00:00 PM,6.535,,,,,
466,08/09/20 11:00:00 PM,6.357,,,,,
467,08/10/20 12:00:00 AM,6.306,,,,,
468,08/10/20 01:00:00 AM,6.281,,,,,
469,08/10/20 02:00:00 AM,6.255,,,,,
470,08/10/20 03:00:00 AM,6.255,,,,,
471,08/10/20 04:00:00 AM,6.230,,,,,
472,08/10/20 05:00:00 AM,6.204,,,,,
473,08/10/20 06:00:00 AM,6.179,,,,,
474,08/10/20 07:00:00 AM,6.153,,,,,
475,08/10/20 08:00:00 AM,6.128,,,,,
476,08/10/20 09:00:00 AM,6.102,,,,,
477,08/10/20 10:00:00 AM,6.026,,,,,
478,08/10/20 11:00:00 AM,6.000,,,,,
479,08/10/20 12:00:00 PM,6.051,,,,,
480,08/10/20 01:00:00 PM,6.026,,,,,
481,08/10/20 02:00:00 PM,6.000,,,,,
482,08/10/20 03:00:00 PM,6.051,,,,,
483,08/10/20 04:00:00 PM,6.179,,,,,
484,08/10/20 05:00:00 PM,6.153,,,,,
485,08/10/20 06:00:00 PM,6.128,,,,,
486,08/10/20 07:00:00 PM,6.102,,,,,
487,08/10/20 08:00:00 PM,6.102,,,,,
488,08/10/20 09:00:00 PM,6.102,,,,,
489,08/10/20 10:00:00 PM,6.026,,,,,
490,08/10/20 11:00:00 PM,6.000,,,,,
491,08/11/20 12:00:00 AM,5.975,,,,,
492,08/11/20 01:00:00 AM,5.924,,,,,
493,08/11/20 02:00:00 AM,5.898,,,,,
494,08/11/20 03:00:00 AM,5.872,,,,,
495,08/11/20 04:00:00 AM,5.872,,,,,
496,08/11/20 05:00:00 AM,5.872,,,,,
497,08/11/20 06:00:00 AM,5.847,,,,,
498,08/11/20 07:00:00 AM,5.872,,,,,
499,08/11/20 08:00:00 AM,5.898,,,,,
500,08/11/20 09:00:00 AM,5.898,,,,,
501,08/11/20 10:00:00 AM,5.924,,,,,
502,08/11/20 11:00:00 AM,5.975,,,,,
503,08/11/20 12:00:00 PM,6.026,,,,,
504,08/11/20 01:00:00 PM,6.026,,,,,
505,08/11/20 02:00:00 PM,6.026,,,,,
506,08/11/20 03:00:00 PM,6.000,,,,,
507,08/11/20 04:00:00 PM,5.949,,,,,
508,08/11/20 05:00:00 PM,6.051,,,,,
509,08/11/20 06:00:00 PM,6.077,,,,,
510,08/11/20 07:00:00 PM,6.051,,,,,
511,08/11/20 08:00:00 PM,6.000,,,,,
512,08/11/20 09:00:00 PM,6.077,,,,,
513,08/11/20 10:00:00 PM,6.051,,,,,
514,08/11/20 11:00:00 PM,6.026,,,,,
515,08/12/20 12:00:00 AM,5.975,,,,,
516,08/12/20 01:00:00 AM,5.949,,,,,
517,08/12/20 02:00:00 AM,5.924,,,,,
518,08/12/20 03:00:00 AM,5.924,,,,,
519,08/12/20 04:00:00 AM,5.872,,,,,
520,08/12/20 05:00:00 AM,5.872,,,,,
521,08/12/20 06:00:00 AM,5.872,,,,,
522,08/12/20 07:00:00 AM,5.847,,,,,
523,08/12/20 08:00:00 AM,5.872,,,,,
524,08/12/20 09:00:00 AM,5.872,,,,,
525,08/12/20 10:00:00 AM,5.847,,,,,
526,08/12/20 11:00:00 AM,5.821,,,,,
